id,best_version,times_written,variation_count,rating,sounds_like,maturity_rating,length_tag,subject_tags,style_tags,set_usage,all_variations
J2196,"Women really want what the things they complain about most. In high school I was the best friend not the boyfriend. Y'all are like ew gross, I KNOW! I took every complaint against guys at face value. Every guy that did the things I was trying not to do, got the girl. Now I'm a lot older and have had multiple feminists ask me to call them a slut. Sexually gratifying slut shaming is still slut shaming. The last woman I dated lost respect for me when I told her I wouldn't choke her. So nowadays, what do women complain about most? Men, Money, and their own physical appearance They complain about men because they're lonely, but unwilling to change. They complain about money because they're broke, but won't pay for a date. And they complain about their looks, but only so other women will call them pretty.",1,1,60,Nikki Glaser,R / club material,long/story bit,dating/sex | work/money | technology,relationship | personal,,"Women really want what the things they complain about most. In high school I was the best friend not the boyfriend. Y'all are like ew gross, I KNOW! I took every complaint against guys at face value. Every guy that did the things I was trying not to do, got the girl. Now I'm a lot older and have had multiple feminists ask me to call them a slut. Sexually gratifying slut shaming is still slut shaming. The last woman I dated lost respect for me when I told her I wouldn't choke her. So nowadays, what do women complain about most? Men, Money, and their own physical appearance They complain about men because they're lonely, but unwilling to change. They complain about money because they're broke, but won't pay for a date. And they complain about their looks, but only so other women will call them pretty."
J2197,"Dive Hard 10/26/23 Drop acid and listen to NSYNC I wanted it this way. Grown up emo kid Clitortoise Would you love me if I was a chipmunk? Baby I don't love you now. I'm still in love with my ex. She got turned an Xbox by a witch... and I'm loyal. Love witches Stake lake duck Spooky bitches Not sweater weather witch. Favorite movie nightmare before dad went to prison. Tattoo on her thigh of Jack Skelington signing a child support check. Met at the strip club dancer bouncer Sold the club to a grocery store chain Whole foods without the W Trader J-hoes, it's organic! If it was a male strip club it would a been an Aldi's Blow thru a straw Gonna get her back She's dead Choked snickers THCA Delta 8 THAOC.",2,2,61,Anthony Jeselnik,R / club material,long/story bit,dating/sex | family | true crime/dark | pop culture | technology,dark | personal,,"Dive Hard 10/26/23 Drop acid and listen to NSYNC I wanted it this way. Grown up emo kid Clitortoise Would you love me if I was a chipmunk? Baby I don't love you now. I'm still in love with my ex. She got turned an Xbox by a witch... and I'm loyal. Love witches Stake lake duck Spooky bitches Not sweater weather witch. Favorite movie nightmare before dad went to prison. Tattoo on her thigh of Jack Skelington signing a child support check. Met at the strip club dancer bouncer Sold the club to a grocery store chain Whole foods without the W Trader J-hoes, it's organic! If it was a male strip club it would a been an Aldi's Blow thru a straw Gonna get her back She's dead Choked snickers THCA Delta 8 THAOC. | Love and exile 10/19/23 Bluechewy.com Love and exile? Anyone in love? Had some toxic relationships Imagine the type of girl who'd date a guy who looks Tiger King Tattoo shop Clitortoise Would you love me if I was a chipmunk? Baby I don't love you now. I'm still in love with my ex. She got turned an Xbox by a witch... and I'm loyal. Love witches Stake lake duck Spooky bitches Not sweater weather witch. Favorite movie nightmare before dad went to prison. Tattoo on the back of her thigh of Jack Skelington signing a child support check. Met at the strip club dancer security Sold the club to a grocery store chain Whole foods without the W Trader Hoes, it's organic! If it was a male strip club it would a been an Aldi's Blow thru a straw Gonna get her back She's dead Choked snickers THCA Delta 8 THAOC."
J2198,"I Hate dating It's like interviewing for a job you don't want and having to pretend to be grateful for them ""giving you a chance"" What am I getting? The pleasure of your company? When you came into this thinking my company probably wouldn't be worth the $50 dinner I offered to ""bait the hook."" I'm not trying to fuck a fish. If you make me feel loved and respected I will kill anything you want me to, cook it up, and spoon feed it to you if that's what you want. Single women expect men not to have expectations. That's fair. You shouldn't feel like you HAVE to treat someone a certain way just because they miraculously met or exceed every one of your unrealistic expectations, gained unanimous approval in the group chat, and didn't dip when they saw your real face underneath all that Hollywood Special FX makeup.",1,1,60,Nikki Glaser,R / club material,long/story bit,dating/sex | true crime/dark | work/money | technology,dark | relationship | personal,,"I Hate dating It's like interviewing for a job you don't want and having to pretend to be grateful for them ""giving you a chance"" What am I getting? The pleasure of your company? When you came into this thinking my company probably wouldn't be worth the $50 dinner I offered to ""bait the hook."" I'm not trying to fuck a fish. If you make me feel loved and respected I will kill anything you want me to, cook it up, and spoon feed it to you if that's what you want. Single women expect men not to have expectations. That's fair. You shouldn't feel like you HAVE to treat someone a certain way just because they miraculously met or exceed every one of your unrealistic expectations, gained unanimous approval in the group chat, and didn't dip when they saw your real face underneath all that Hollywood Special FX makeup."
J2199,Creator makes the product Marketer sells the product Bank makes the profit Christian conspiracies these tornadoes 12-9-2023 12-9 is 3 minus 2023 is -2020 2020 was the worst year ever so that means next year will be the best year ever and Christ will come back and slaughter the non believers hallelujah! Maybe I'm being skeptical but I don't think they did that much math back in bible times. You know what they used for measurement in the bible? Palms. Like the palm of your hand. Like my forehead would be roughly three palms high if this was 23 B.C. and I would weigh 7000 shekels. A shekel is about 11 grams. I weigh 170 lbs. Or for our friends in the UK: 12 stones. I had to do more math to write this joke than they did in the entire old testament. We should really switch to the metric system.,2,2,68,Bill Burr,PG-ish,long/story bit,dating/sex | religion/spiritual | pop culture | work/money,personal,,Creator makes the product Marketer sells the product Bank makes the profit Christian conspiracies these tornadoes 12-9-2023 12-9 is 3 minus 2023 is -2020 2020 was the worst year ever so that means next year will be the best year ever and Christ will come back and slaughter the non believers hallelujah! Maybe I'm being skeptical but I don't think they did that much math back in bible times. You know what they used for measurement in the bible? Palms. Like the palm of your hand. Like my forehead would be roughly three palms high if this was 23 B.C. and I would weigh 7000 shekels. A shekel is about 11 grams. I weigh 170 lbs. Or for our friends in the UK: 12 stones. I had to do more math to write this joke than they did in the entire old testament. We should really switch to the metric system. | Greenlight Superman the stem cells worked! Peter Pan syndrome Selling clean pee Solid revenue stream Sometimes it splits in two or gets on the seat. Bluechewy.com Any cat people in the audience? Dog people? Any lizard people? Christian conspiracies these tornadoes 12-9-2023 12-9 is 3 minus 2023 is -2020 2020 was the worst year ever so that means next year will be the best year ever and Christ will come back and slaughter the non believers hallelujah! Maybe I'm being skeptical but I don't think they did that much math back in bible times. You know what they used for measurement in the bible? Palms. Like the palm of your hand. if this was 23 B.C. my forehead would be three palms high. and I would weigh 7000 shekels. A shekel is about 11 grams. I weigh 170 lbs. Or for our friends in the UK: 12 stones. I had to do more math to write this joke than they did in the entire old testament. Got a cherub head Like a high school senior who started smoking in kindergarten Like Boss Baby before rehab.
J2200,"Throughout history humankind has discovered the secrets of the universe. But every time the people who figured it out tried to tell us, we all went, ""nu unn.... No way... That can't be right... That's crazy... You're crazy..."" Because the truth is so mundane and disappointing we would rather believe our own bullshit. The truth is life's ultimate purpose and the great and glorious meaning of existence is... ""It's whatever..."" If there is one God that created and rules over our lives and destinies and you could ask them about the meaning of life, they would say, ""I don't care. Do whatever you want."" It's like if the superbowl ended in a tie. We'd make them play another one. When you do something bad, something good happens. When something bad happens to you, it's good for someone else. Without balance the universe would collapse. Our entire reality is a bowling ball balancing on a ball point pen.",1,1,60,Steven Wright,PG-13,long/story bit,dating/sex | religion/spiritual | technology,absurd | personal,,"Throughout history humankind has discovered the secrets of the universe. But every time the people who figured it out tried to tell us, we all went, ""nu unn.... No way... That can't be right... That's crazy... You're crazy..."" Because the truth is so mundane and disappointing we would rather believe our own bullshit. The truth is life's ultimate purpose and the great and glorious meaning of existence is... ""It's whatever..."" If there is one God that created and rules over our lives and destinies and you could ask them about the meaning of life, they would say, ""I don't care. Do whatever you want."" It's like if the superbowl ended in a tie. We'd make them play another one. When you do something bad, something good happens. When something bad happens to you, it's good for someone else. Without balance the universe would collapse. Our entire reality is a bowling ball balancing on a ball point pen."
J2201,"Designer Vaginer Hot trans woman on Hinge. Pre-op I might have to suck her dick a couple times, but she might let me help design her new *unit*. Pussy catalog all these custom features. Medical researchers making six figures a year engineering vaginas for transplant patients. To be clear Im talking about trans patients who are getting transplants, not human patients who identify as plants. Vagineers in their LabiaCoats with speculums hung around their necks Speculums are those things gynecologists use to hold it open. Looks like a little metal tucan. Follow your nose! Damn, tucan Sam! Why do your fruit loops taste like sourdough bread? Scientists studying the tuna canoe, searching for ways to improve upon God's perfect design. Oh, what pride! I'll be fine with whatever she picks out, but I asked her to get one with a remote start so we don't have to wait for it to warm up after I'm already in it. And seat warmers!",1,1,60,Steven Wright,R / club material,long/story bit,dating/sex | religion/spiritual | technology,absurd | personal,,"Designer Vaginer Hot trans woman on Hinge. Pre-op I might have to suck her dick a couple times, but she might let me help design her new *unit*. Pussy catalog all these custom features. Medical researchers making six figures a year engineering vaginas for transplant patients. To be clear Im talking about trans patients who are getting transplants, not human patients who identify as plants. Vagineers in their LabiaCoats with speculums hung around their necks Speculums are those things gynecologists use to hold it open. Looks like a little metal tucan. Follow your nose! Damn, tucan Sam! Why do your fruit loops taste like sourdough bread? Scientists studying the tuna canoe, searching for ways to improve upon God's perfect design. Oh, what pride! I'll be fine with whatever she picks out, but I asked her to get one with a remote start so we don't have to wait for it to warm up after I'm already in it. And seat warmers!"
J2202,"Third Coast Feb 5 Tim Burton tried to draw Zack Effron Think Tim Burton knows how many strippers he's made? You never see a nice church girl with a Beetlejuice tattoo. Tim Burton is like walt Disney for people who shop at hot topic. You know what I'm talking about. My ex loved Tim Burton. We met at the strip club, I was a dancer, she was a bouncer. She had a tattoo on her back of jack skellington signing a child support check. Her favorite movie was the nightmare before the Christmas that her Dad left This is Halloween who gets custody Poor girl Halloween Halloween every other Halloween I still love her, I'm gonna get her back Nah that's never gonna happen. She's dead ... I didn't kill her She had a peanut allergy. And she cheated on me with a guy who spit in her mouth after eating a snickers She's a corpse bride now.",2,1,54,Anthony Jeselnik,R / club material,long/story bit,dating/sex | family | true crime/dark | religion/spiritual | pop culture | work/money | technology,dark | personal,,"Third Coast Feb 5 Tim Burton tried to draw Zack Effron Think Tim Burton knows how many strippers he's made? You never see a nice church girl with a Beetlejuice tattoo. Tim Burton is like walt Disney for people who shop at hot topic. You know what I'm talking about. My ex loved Tim Burton. We met at the strip club, I was a dancer, she was a bouncer. She had a tattoo on her back of jack skellington signing a child support check. Her favorite movie was the nightmare before the Christmas that her Dad left This is Halloween who gets custody Poor girl Halloween Halloween every other Halloween I still love her, I'm gonna get her back Nah that's never gonna happen. She's dead ... I didn't kill her She had a peanut allergy. And she cheated on me with a guy who spit in her mouth after eating a snickers She's a corpse bride now."
J2203,"RM BQ Feb 9th Epstein files regret Voting for Prince Andrew He fooled us all Y'all ever notice there's an inverse relationship between how much money you make and how nice you are to kids? Day care workers make minimum wage, will fight a bear to save a child. Billionaires... They've killed more babies than the Israeli Air Force. I don't wanna get political. I don't even think Israel is a real country. 810 My wife peed the bed last night. Uphill bladder Love a girl with a strong stream Means she's got a healthy prostate Air Fiddle Hate it when a girl calls me daddy in bed. I'm not that old, call me bro. Guilt and shame step sister Step mom porn. Sick fantasy Dad is gonna find love again. It's not gonna happen Timmy just watch lesbian latinas like the rest of us. Chick fil a halfway house for conversion therapy Job placement when you graduate Pray the gay away camp.",1,1,60,Bill Burr,R / club material,long/story bit,dating/sex | family | true crime/dark | religion/spiritual | work/money | body/medical | technology,dark | relationship | personal,,"RM BQ Feb 9th Epstein files regret Voting for Prince Andrew He fooled us all Y'all ever notice there's an inverse relationship between how much money you make and how nice you are to kids? Day care workers make minimum wage, will fight a bear to save a child. Billionaires... They've killed more babies than the Israeli Air Force. I don't wanna get political. I don't even think Israel is a real country. 810 My wife peed the bed last night. Uphill bladder Love a girl with a strong stream Means she's got a healthy prostate Air Fiddle Hate it when a girl calls me daddy in bed. I'm not that old, call me bro. Guilt and shame step sister Step mom porn. Sick fantasy Dad is gonna find love again. It's not gonna happen Timmy just watch lesbian latinas like the rest of us. Chick fil a halfway house for conversion therapy Job placement when you graduate Pray the gay away camp."
J2204,"Sweethearts show Introduction song everything I do Bryan adams Kris Reeves Superman Jeffrey Dahmer too spot on Bisexual serial killer John Wayne probably gayce Who is your valentine? Self love If you don't like me loving myself it's because youre jealous cuz you don't have a sweet hoodie with YOUR gorgeous face on it. Stolen hoodie Supergirl Blow through a straw Ex wife pokemon go Screamachu Couples therapy Screamachu uses emotional abandonment It's very effective Screamchu defeated Kris and took half his bitcoin! I've moved on, had sex 5 times since then. Peter pan syndrome Super powers hyper hydrosis and reverse xray vision Picture day Died at conception Swallowed whole Grown up emo kid My chemical midlife crisis Hair starting to fall out boy Sugar it hurts when I'm leaning Aching back Sunday Jimmy eats a Prilosec Jimmy has acid reflux Sins not tragedies Panic at the Costco Sins not tragedies Make out? (Throw kisses) Kiss? (Actual kiss) Make out? Blowie? (Blow pop).",1,1,60,Nikki Glaser,R / club material,long/story bit,dating/sex | family | drugs/sobriety | true crime/dark | pop culture | body/medical | technology,dark | relationship | personal,,"Sweethearts show Introduction song everything I do Bryan adams Kris Reeves Superman Jeffrey Dahmer too spot on Bisexual serial killer John Wayne probably gayce Who is your valentine? Self love If you don't like me loving myself it's because youre jealous cuz you don't have a sweet hoodie with YOUR gorgeous face on it. Stolen hoodie Supergirl Blow through a straw Ex wife pokemon go Screamachu Couples therapy Screamachu uses emotional abandonment It's very effective Screamchu defeated Kris and took half his bitcoin! I've moved on, had sex 5 times since then. Peter pan syndrome Super powers hyper hydrosis and reverse xray vision Picture day Died at conception Swallowed whole Grown up emo kid My chemical midlife crisis Hair starting to fall out boy Sugar it hurts when I'm leaning Aching back Sunday Jimmy eats a Prilosec Jimmy has acid reflux Sins not tragedies Panic at the Costco Sins not tragedies Make out? (Throw kisses) Kiss? (Actual kiss) Make out? Blowie? (Blow pop)."
J2205,"Coco open mic Clitortoise? Chipmunk Ex box Witches? Spooky bitches. Best ones Burned at the stake. Or drowned in a lake for not floating like a duck. What did they do with the ones that floated? Oh... Burned at the... That's why they had the stakes and the burning. Seems redundant, but who am I to question God. Sweater weather witches Spell casting, blood magick, Edgar Allen Hoe Nightmare before the Christmas that her dad went to prison. This is Halloween who gets custody Halloween Halloween every other Halloween Met at the strip club I was a dancer. she was a bouncer. tale as old as time. Blow thru a straw She's dead Snickers spit Strip club sold Gonna be a grocery store. Gonna be a Whole foods without the W. But it was a male strip club so it's gonna be an Aldi's. Strip club funeral Not coke that kills me do lines during the ashes to ashes bit.",1,1,60,Anthony Jeselnik,R / club material,long/story bit,dating/sex | family | true crime/dark | religion/spiritual,dark | absurd | personal,,"Coco open mic Clitortoise? Chipmunk Ex box Witches? Spooky bitches. Best ones Burned at the stake. Or drowned in a lake for not floating like a duck. What did they do with the ones that floated? Oh... Burned at the... That's why they had the stakes and the burning. Seems redundant, but who am I to question God. Sweater weather witches Spell casting, blood magick, Edgar Allen Hoe Nightmare before the Christmas that her dad went to prison. This is Halloween who gets custody Halloween Halloween every other Halloween Met at the strip club I was a dancer. she was a bouncer. tale as old as time. Blow thru a straw She's dead Snickers spit Strip club sold Gonna be a grocery store. Gonna be a Whole foods without the W. But it was a male strip club so it's gonna be an Aldi's. Strip club funeral Not coke that kills me do lines during the ashes to ashes bit."
J2206,"You wouldn't fuck you? I think I'm adorable but some people call me Unicorn King because I look like a gayer Joe Exotic. If you don't like the way you look, it doesn't matter. You're gonna have sex with yourself anyway. Some people don't even look at themselves when they masturbate. I do. But most people don't. Everyone sees something different when they look at you. This gentleman might see you as a ""riff at her expense"" but I think you're absolutely gorgeous. But that's ok because you don't want to have sex with him and he OBVIOUSLY doesn't want to have sex with you. Literally the only times looks should matter is when you are tryna smash. Not tryna smash? Ugly people are much nicer than hot people. If you think you're ugly you're just being nice. Hot people tell themselves they are ugly because they're mean. Don't say your ugly. You're only ugly to some people but everyone else just thinks you're being a bitch.",1,1,60,Nikki Glaser,R / club material,long/story bit,dating/sex | work/money,relationship | personal,,"You wouldn't fuck you? I think I'm adorable but some people call me Unicorn King because I look like a gayer Joe Exotic. If you don't like the way you look, it doesn't matter. You're gonna have sex with yourself anyway. Some people don't even look at themselves when they masturbate. I do. But most people don't. Everyone sees something different when they look at you. This gentleman might see you as a ""riff at her expense"" but I think you're absolutely gorgeous. But that's ok because you don't want to have sex with him and he OBVIOUSLY doesn't want to have sex with you. Literally the only times looks should matter is when you are tryna smash. Not tryna smash? Ugly people are much nicer than hot people. If you think you're ugly you're just being nice. Hot people tell themselves they are ugly because they're mean. Don't say your ugly. You're only ugly to some people but everyone else just thinks you're being a bitch."
J2207,"The Bowery Vault 8/23/23 I haven't seen the Barbie movie yet but people keep telling me I look like Ken did DMT Coachella Ken and Bonnaroo Barbie playset. Anyone excited for spooky bitch season? Best ones were burned at the stake. I'm married to one of these Edgar Allen hoes Favorite movie was the The Nightmare before the Christmas that her dad left. Medicated sweet if I run out I can borrow hers. Met her at the strip club We both worked there Classic love story I was a dancer She was a bouncer Mental illness Passion obsession depression Lexapro Grocery store Trader j-hoes Aldi Strip club funeral Wyd with trash I married it Blow thru a straw Gonna get her back She's dead peanut allergy liked to be choked so I ate a snickers spit in her mouth. Clitortoise is but I know if it swims it's a cliturtle. One has fins, and one has feet.",1,1,60,Norm Macdonald,R / club material,long/story bit,dating/sex | family | true crime/dark | religion/spiritual | pop culture | work/money | body/medical,dark | personal,,"The Bowery Vault 8/23/23 I haven't seen the Barbie movie yet but people keep telling me I look like Ken did DMT Coachella Ken and Bonnaroo Barbie playset. Anyone excited for spooky bitch season? Best ones were burned at the stake. I'm married to one of these Edgar Allen hoes Favorite movie was the The Nightmare before the Christmas that her dad left. Medicated sweet if I run out I can borrow hers. Met her at the strip club We both worked there Classic love story I was a dancer She was a bouncer Mental illness Passion obsession depression Lexapro Grocery store Trader j-hoes Aldi Strip club funeral Wyd with trash I married it Blow thru a straw Gonna get her back She's dead peanut allergy liked to be choked so I ate a snickers spit in her mouth. Clitortoise is but I know if it swims it's a cliturtle. One has fins, and one has feet."
J2208,"Even if it's just to share a couple chuckles, it sounds like we should give each other a chance. Friendship, sharing artistic viewpoints, and/or having amazing sex all seem like positive possibilities💞 I definitely feel ruled by Venus. Flirting is an art, so of course I can appreciate that about you! I don't get jealous like most Tauruses (Tauri?). ♉ Life is meant to be experienced, and there are so many possibilities for new experiences that are prevented by the expectations in committed monogamous relationships. My philosophy about intimacy is that we should be present while we are together to fully appreciate each other. Knowing it will end makes it special. Expecting things from a partner creates a master and submission dynamic which is only fun physically, not emotionally. 🪢🤤 I believe sex should be a shared experience rather than a reward for following the rules of a committed relationship. As long as both people consent and respect each other's boundaries the possibilities are plentiful for all involved. Do you agree?",1,1,60,Nikki Glaser,R / club material,long/story bit,dating/sex | technology,relationship | personal,,"Even if it's just to share a couple chuckles, it sounds like we should give each other a chance. Friendship, sharing artistic viewpoints, and/or having amazing sex all seem like positive possibilities💞 I definitely feel ruled by Venus. Flirting is an art, so of course I can appreciate that about you! I don't get jealous like most Tauruses (Tauri?). ♉ Life is meant to be experienced, and there are so many possibilities for new experiences that are prevented by the expectations in committed monogamous relationships. My philosophy about intimacy is that we should be present while we are together to fully appreciate each other. Knowing it will end makes it special. Expecting things from a partner creates a master and submission dynamic which is only fun physically, not emotionally. 🪢🤤 I believe sex should be a shared experience rather than a reward for following the rules of a committed relationship. As long as both people consent and respect each other's boundaries the possibilities are plentiful for all involved. Do you agree?"
J2209,"Hi, I’m Sarah McLachlan. Will you be an angel for a helpless animal? Everyday innocent animals are abused, beaten, and neglected. And they’re crying out for help. 01:04 [Singing] You are pulled from the y the arms of the angel May you find some comfort here [Spoken simultaneously over the music.] Please, call the number on your screen with a monthly gift right now. For just eighteen dollars a month, only sixty cents a day, you’ll help rescue animals from their abusers and provide medical care, food, shelter, and love. Call, or join online in the next thirty minutes, and you’ll receive this welcome kit with a photo of an animal in a shelter right now – one who’s been given a second chance, thanks to you. 01:35 [Singing] You're in the arms of the angel May you find some comfort here 01:47 [While piano chords continue] Right now, there’s an animal who needs you. Your call says, “I’m here to help”. Please call right now. [Piano fades].",1,1,60,Mitch Hedberg,PG-ish,long/story bit,dating/sex | pop culture,personal,,"Hi, I’m Sarah McLachlan. Will you be an angel for a helpless animal? Everyday innocent animals are abused, beaten, and neglected. And they’re crying out for help. 01:04 [Singing] You are pulled from the y the arms of the angel May you find some comfort here [Spoken simultaneously over the music.] Please, call the number on your screen with a monthly gift right now. For just eighteen dollars a month, only sixty cents a day, you’ll help rescue animals from their abusers and provide medical care, food, shelter, and love. Call, or join online in the next thirty minutes, and you’ll receive this welcome kit with a photo of an animal in a shelter right now – one who’s been given a second chance, thanks to you. 01:35 [Singing] You're in the arms of the angel May you find some comfort here 01:47 [While piano chords continue] Right now, there’s an animal who needs you. Your call says, “I’m here to help”. Please call right now. [Piano fades]."
J2210,Thick seminal fluid I quit watching porn and my seminal fluid is getting thicccc I don't know if it works the same in women. I've never actually seen a vagina IRL. If you can't tell by the way I say IRL in real life. I'm not ugly. I have the option to date and mate but I don't want kids and I'd rather play video games. No matter how hot she is she's not gonna let me and my friends take turns on her all night trying to beat each other's high score. She's not gonna put out new content so if I beat the game I can't just buy a new game. I gotta wander around trying to find stuff I didn't do my first playthrough. 100% the game. Then what? At that point you're just entertaining yourself by thinking of clever ways to kill yourself. That's all there is left to do! Even got max score on all the video games. Think I lost you guys with too much subtext.,1,1,60,Bill Burr,R / club material,long/story bit,dating/sex | family | true crime/dark | work/money | technology,dark | personal,,Thick seminal fluid I quit watching porn and my seminal fluid is getting thicccc I don't know if it works the same in women. I've never actually seen a vagina IRL. If you can't tell by the way I say IRL in real life. I'm not ugly. I have the option to date and mate but I don't want kids and I'd rather play video games. No matter how hot she is she's not gonna let me and my friends take turns on her all night trying to beat each other's high score. She's not gonna put out new content so if I beat the game I can't just buy a new game. I gotta wander around trying to find stuff I didn't do my first playthrough. 100% the game. Then what? At that point you're just entertaining yourself by thinking of clever ways to kill yourself. That's all there is left to do! Even got max score on all the video games. Think I lost you guys with too much subtext.
J2211,"I've been watching a lot of women's combat sports lately. Boxing, wrestling, MMA. I like to imagine they're fighting for my hand in marriage. A fight to the death between my wife and my betrothed. I was promised to her at birth, for political reasons. But politics be damned the heart wants what it wants. I see my lover taking the sickest flying armbar I've ever seen. Tap out!!! Tap out!!! I'm screaming at her pleasseee!!! Tap out..... Crack They ended up having to aputate. But that didn't stop her. My wife slipped out of the hold wrapped her knees around her opponents neck and pulled her body twisting upward and SNAP She stands up. Spits on her. And walks over to me like a boss. Chomp!! she looks down and my betrothed has crawled her body over with her teeth. She can't feel her body from her neck down but her dedication and feelings for me are so strong she will stop at nothing to win my heart. That's what I like to imagine.",1,1,60,Bill Burr,PG-13,long/story bit,dating/sex | family | true crime/dark | work/money | body/medical | technology,dark | relationship | personal,,"I've been watching a lot of women's combat sports lately. Boxing, wrestling, MMA. I like to imagine they're fighting for my hand in marriage. A fight to the death between my wife and my betrothed. I was promised to her at birth, for political reasons. But politics be damned the heart wants what it wants. I see my lover taking the sickest flying armbar I've ever seen. Tap out!!! Tap out!!! I'm screaming at her pleasseee!!! Tap out..... Crack They ended up having to aputate. But that didn't stop her. My wife slipped out of the hold wrapped her knees around her opponents neck and pulled her body twisting upward and SNAP She stands up. Spits on her. And walks over to me like a boss. Chomp!! she looks down and my betrothed has crawled her body over with her teeth. She can't feel her body from her neck down but her dedication and feelings for me are so strong she will stop at nothing to win my heart. That's what I like to imagine."
J2212,"Stop Romanticizing Poverty Stop acting like it's cool to be broke. It's not! Rich people look cool all the time without having to try. Seriously. They don't have to try because it's all done for them and to them by people they pay stupid sums of money to. They want you to want to be broke. Being poor is not cool. Unless it's your origin story. Humble beginnings. Born an orphan. Then rose to power and conquered northern Europe. That sounds awesome. Or like you were so food insecure as a baby your mom let you breast feed on the dog then told you you were raised by wolves. Then you ran away joined the circus where you learned to be an assassin. The details are fuzzy but it's important to the plot. You tell people you're going to kill the leader of the free world, but when the police follow your trail of clues to where they think you're going to kill the president you blow up a building with the bilderberg group inside.",1,1,60,Anthony Jeselnik,R / club material,long/story bit,family | true crime/dark | work/money | technology,dark | personal,,"Stop Romanticizing Poverty Stop acting like it's cool to be broke. It's not! Rich people look cool all the time without having to try. Seriously. They don't have to try because it's all done for them and to them by people they pay stupid sums of money to. They want you to want to be broke. Being poor is not cool. Unless it's your origin story. Humble beginnings. Born an orphan. Then rose to power and conquered northern Europe. That sounds awesome. Or like you were so food insecure as a baby your mom let you breast feed on the dog then told you you were raised by wolves. Then you ran away joined the circus where you learned to be an assassin. The details are fuzzy but it's important to the plot. You tell people you're going to kill the leader of the free world, but when the police follow your trail of clues to where they think you're going to kill the president you blow up a building with the bilderberg group inside."
J2213,Star wars day Yoda Gibson Old man was my Obi Wan Doc Holiday Jedi Comedian Three tvs one playing the prequels one playing the originals one playing the sequels pink Floyd's dark side of the moon album playing and the whole time I'm tripping on shrooms. Horror movies on Halloween. DieHard Marathons on Christmas for believers and non believers. I mean whether you believe DieHard is a Christmas movie or not. How come they don't do movie marathons for chanukah? Woody Allen movies? Adam Sandler Anthology? Holocaust movie marathon is probably a bad idea. Be even worse if they played it on Tax day. April 18 24 hours of shindlers list. Can't do that unless your Kanye West. Lady proctologist (talking in me) (Hard to spell presbyterian/Catholic KiKi) Blue pee (I have a third leg. You ever seen a micro leg before? Looks like a knuckle on a wart.) Gas station pushi (Both put me in the hospital Once for food poisoning Once for hepatitis) Screamachu (Pokemon please don't go) Speak I'll of the dead.,1,1,53,Anthony Jeselnik,R / club material,long/story bit,true crime/dark | pop culture,dark | personal,,Star wars day Yoda Gibson Old man was my Obi Wan Doc Holiday Jedi Comedian Three tvs one playing the prequels one playing the originals one playing the sequels pink Floyd's dark side of the moon album playing and the whole time I'm tripping on shrooms. Horror movies on Halloween. DieHard Marathons on Christmas for believers and non believers. I mean whether you believe DieHard is a Christmas movie or not. How come they don't do movie marathons for chanukah? Woody Allen movies? Adam Sandler Anthology? Holocaust movie marathon is probably a bad idea. Be even worse if they played it on Tax day. April 18 24 hours of shindlers list. Can't do that unless your Kanye West. Lady proctologist (talking in me) (Hard to spell presbyterian/Catholic KiKi) Blue pee (I have a third leg. You ever seen a micro leg before? Looks like a knuckle on a wart.) Gas station pushi (Both put me in the hospital Once for food poisoning Once for hepatitis) Screamachu (Pokemon please don't go) Speak I'll of the dead.
J2214,"Mark my Words: By the end of this century Animals will be able to talk. And we will not like what they say. Temporal distortion technology will let us watch a two hour movie in 5 minutes. Made it theoretically possible to watch every video on pornhub. Some guy in Utah did it. Took him 54 years and a lotta lotion, but he did it. They gave him a medal. He killed himself not long after that. Turns out porn is terrible for your mental health. Some people don't want you to say suicide because some people don't want to hear it. I've had friends commit suicide and it sucks. Because the person you loved and miss is the person that killed your friend. But how would you treat them if they killed another friend of yours? You can't grieve for a murderer. Killing yourself is by definition premeditated. Unless you come back to life as a zombie a say ""Whoopsie Doodles!"" But by then you've got bigger problems to worry about.",1,1,60,Anthony Jeselnik,R / club material,long/story bit,dating/sex | true crime/dark | pop culture | body/medical,dark | personal,,"Mark my Words: By the end of this century Animals will be able to talk. And we will not like what they say. Temporal distortion technology will let us watch a two hour movie in 5 minutes. Made it theoretically possible to watch every video on pornhub. Some guy in Utah did it. Took him 54 years and a lotta lotion, but he did it. They gave him a medal. He killed himself not long after that. Turns out porn is terrible for your mental health. Some people don't want you to say suicide because some people don't want to hear it. I've had friends commit suicide and it sucks. Because the person you loved and miss is the person that killed your friend. But how would you treat them if they killed another friend of yours? You can't grieve for a murderer. Killing yourself is by definition premeditated. Unless you come back to life as a zombie a say ""Whoopsie Doodles!"" But by then you've got bigger problems to worry about."
